sample_id,video_id,clip_id,annotation,regression_label,classification_label,text_length_storage,text_length_effective,text_dim,text_nonzero_ratio,audio_length_storage,audio_length_effective,audio_dim,audio_nonzero_ratio,vision_length_storage,vision_length_effective,vision_dim,vision_nonzero_ratio,raw_text_preview,extract_status,asr_match_rate,alignment_status,alignment_wer,audio_duration_sec,video_fps,source_video_path_anonymized,source_clip_start_sec,source_clip_end_sec
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY,6,Neutral,0.0,1,50,7,768,1.0,50,203,74,1.0,50,195,35,0.9708571428571429,"And in part, Al Shanker did too",success,0.8571,aligned,0.1429,3.256,60.1547,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/6.mp4,0.563,3.256
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY,9,Negative,-0.3333333432674408,0,50,22,768,1.0,50,477,74,1.0,50,338,35,0.9965714285714286,It is a word which the administrator uses when he turns around anything which he,success,0.7273000000000001,aligned,0.2727,7.6363,44.3497,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-HwX2H8Z4hY/9.mp4,0.561,5.772
-I_e4mIh0yE$_$1,-I_e4mIh0yE,1,Negative,-0.6666666865348816,0,50,18,768,1.0,50,465,74,1.0,50,312,35,1.0,In the United States we don't punish failure to the degree to which failure is p,success,0.9444,aligned,0.0556,7.4443,41.9837,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/1.mp4,0.823,5.438
-I_e4mIh0yE$_$3,-I_e4mIh0yE,3,Positive,0.6666666865348816,2,50,22,768,1.0,50,562,74,1.0,50,270,35,1.0,"It's perceived that you have actually learned something, over the course of your",success,0.8182,aligned,0.1818,8.9944,30.1211,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-I_e4mIh0yE/3.mp4,0.581,6.55
-MeTTeMJBNc$_$0,-MeTTeMJBNc,0,Positive,0.3333333432674408,2,50,21,768,1.0,50,576,74,0.9902702702702703,50,276,35,0.9937142857142857,"Okay, what happens at this point after we've taken this brief walk down memory l",success,0.9524,aligned,0.0476,9.2183,30.0,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/0.mp4,1.002,6.352
-MeTTeMJBNc$_$13,-MeTTeMJBNc,13,Positive,0.3333333432674408,2,50,14,768,1.0,50,328,74,1.0,50,213,35,0.9634285714285714,"It just needs to be a simple statement, and then you present the gift.",success,0.8571,aligned,0.1429,5.2555,40.6997,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/13.mp4,0.12,5.2555
-MeTTeMJBNc$_$7,-MeTTeMJBNc,7,Positive,1.3333333730697632,2,50,31,768,1.0,50,650,74,1.0,50,514,35,0.9817142857142858,Maybe you could find a picture of the couple from their wedding or sometime in t,success,0.9355,aligned,0.0645,10.4113,49.4438,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-MeTTeMJBNc/7.mp4,0.0,5.446
-NFrJFQijFE$_$1,-NFrJFQijFE,1,Positive,0.3333333432674408,2,50,16,768,1.0,50,353,74,1.0,50,223,35,0.9748571428571429,Structural mounts inside have to be properly stress analyzed so we make sure all,success,0.0,partial,1.0,5.6589,39.5057,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-NFrJFQijFE/1.mp4,0.0,5.1721
-NFrJFQijFE$_$2,-NFrJFQijFE,2,Neutral,0.0,1,50,18,768,1.0,50,418,74,1.0,50,236,35,0.928,So we coordinate with all the proper technical fields to get ready for the instr,success,0.0,partial,1.0,6.6983,35.2975,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-NFrJFQijFE/2.mp4,0.0,5.6936
-RfYyzHpjk4$_$11,-RfYyzHpjk4,11,Positive,2.0,2,50,17,768,1.0,50,317,74,1.0,50,337,35,0.9931428571428571,"So get your friends lined up, get your business colleagues lined up and have a g",success,0.9412,aligned,0.0588,5.0749,66.4249,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/11.mp4,0.562,4.112
-RfYyzHpjk4$_$2,-RfYyzHpjk4,2,Positive,0.3333333432674408,2,50,25,768,1.0,50,336,74,1.0,50,181,35,1.0,"You can make a conference call but it takes quite a bit of planning, well not a ",success,0.64,partial,0.36,5.3918,33.72,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/2.mp4,0.0,3.3076
-RfYyzHpjk4$_$8,-RfYyzHpjk4,8,Positive,0.3333333432674408,2,50,17,768,1.0,50,283,74,1.0,50,344,35,0.9965714285714286,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time",success,0.8824,aligned,0.1176,4.5324,76.0515,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-RfYyzHpjk4/8.mp4,0.481,3.569
-THoVjtIkeU$_$12,-THoVjtIkeU,12,Positive,2.0,2,50,39,768,1.0,50,925,74,1.0,50,559,35,1.0,What ever we turn our attention to is what grows and so if we believe that anyth,success,0.9231,aligned,0.0769,14.8056,37.7953,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/12.mp4,0.0,5.562
-THoVjtIkeU$_$2,-THoVjtIkeU,2,Positive,1.3333333730697632,2,50,10,768,1.0,50,264,74,1.0,50,137,35,0.9988571428571429,I think social justice is extremely important for young people.,success,1.0,aligned,0.0,4.2309,32.3859,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/2.mp4,0.04,4.230875
-THoVjtIkeU$_$6,-THoVjtIkeU,6,Positive,2.6666667461395264,2,50,30,768,1.0,50,498,74,0.9948648648648649,50,326,35,1.0,"You know that I think listening to young people, taking in what they have to say",success,0.7666999999999999,aligned,0.2333,7.9829,40.8793,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-THoVjtIkeU/6.mp4,0.0,3.891
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0,Neutral,0.0,1,50,18,768,1.0,50,483,74,0.9902702702702703,50,231,35,0.9702857142857143,"I mentioned a word in the last clip called 'monotone', and I want to talk about ",success,0.8889,aligned,0.1111,7.7322,30.0,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-UUCSKoHeMA/0.mp4,0.0,6.17
-UacrmKiTn4$_$10,-UacrmKiTn4,10,Negative,-0.6666666865348816,0,50,18,768,1.0,50,452,74,1.0,50,370,35,1.0,"Because, if they are not in any way held accountable for reading the material th",success,0.7778,aligned,0.2222,7.2421,51.2091,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/10.mp4,0.0,6.139
-UacrmKiTn4$_$4,-UacrmKiTn4,4,Negative,-1.3333333730697632,0,50,14,768,1.0,50,292,74,1.0,50,183,35,0.9988571428571429,Just given to their own devices they are not going to read the textbook.,success,0.9286,aligned,0.0714,4.6819,39.2321,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-UacrmKiTn4/4.mp4,0.543,4.681938
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0,Positive,2.6666667461395264,2,50,9,768,1.0,50,223,74,0.9948648648648649,50,107,35,0.9845714285714285,^it's amazing to see their enthusiasm and their passion,success,0.33330000000000004,partial,0.6667,3.5759,30.0,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/0.mp4,0.0,3.575875
-UuX1xuaiiE$_$1,-UuX1xuaiiE,1,Positive,1.6666666269302368,2,50,27,768,1.0,50,641,74,1.0,50,398,35,1.0,^And all of them are really being able to explore ^these different areas in dept,success,0.8148,aligned,0.1852,10.2675,38.8406,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/1.mp4,0.46,6.385
-UuX1xuaiiE$_$3,-UuX1xuaiiE,3,Positive,0.3333333432674408,2,50,9,768,1.0,50,252,74,1.0,50,311,35,1.0,My goal is to become a human rights lawyer,success,0.8889,aligned,0.1111,4.0384,77.2395,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/3.mp4,0.563,4.038375
-UuX1xuaiiE$_$6,-UuX1xuaiiE,6,Negative,-0.3333333432674408,0,50,22,768,1.0,50,496,74,1.0,50,444,35,1.0,"I ended up going to work for the US government as an intelligence analyst, speci",success,0.9545,aligned,0.0455,7.9438,55.9527,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-UuX1xuaiiE/6.mp4,0.582,5.677
-a55Q6RWvTA$_$3,-a55Q6RWvTA,3,Positive,0.6666666865348816,2,50,49,768,1.0,50,1380,74,1.0,50,675,35,1.0,"And if you clip coupons, if you don't go out for dinner and movies and things of",success,0.8769,aligned,0.1231,22.0833,30.604,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-a55Q6RWvTA/3.mp4,0.761,5.346
-aNfi7CP8vM$_$7,-aNfi7CP8vM,7,Neutral,0.0,1,50,18,768,1.0,50,533,74,1.0,50,330,35,1.0,"Maybe they have no political party affiliation, they're not interested in politi",success,1.0,aligned,0.0,8.5377,38.758,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-aNfi7CP8vM/7.mp4,0.561,6.554
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0,Negative,-2.0,0,50,14,768,1.0,50,680,74,0.9908108108108108,50,326,35,0.9982857142857143,"In 2008, there were very serious tribal warfare in Kenya following a disputed el",success,0.8571,aligned,0.1429,10.8902,30.0,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-aqamKhZ1Ec/0.mp4,0.921,10.890188
-dxfTGcXJoc$_$0,-dxfTGcXJoc,0,Positive,1.0,2,50,41,768,1.0,50,1275,74,0.9851351351351352,50,612,35,0.9874285714285714,This is Governor Steve Beshear ... About Kentucky Our state is home to more than,success,0.7805,aligned,0.2195,20.4104,30.0,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/0.mp4,0.58,6.083
-dxfTGcXJoc$_$1,-dxfTGcXJoc,1,Positive,1.6666666269302368,2,50,36,768,1.0,50,1001,74,1.0,50,583,35,1.0,"For the 10th straight year, some of Kentucky’s best and most innovative biotech ",success,0.9167,aligned,0.0833,16.0181,36.4458,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/1.mp4,0.501,6.167
-dxfTGcXJoc$_$2,-dxfTGcXJoc,2,Positive,0.6666666865348816,2,50,34,768,1.0,50,1039,74,1.0,50,583,35,1.0,"An estimated 20,000 biotech scientists, executives and industry experts from mor",success,0.8824,aligned,0.1176,16.6332,35.0941,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/2.mp4,0.56,0.0
-dxfTGcXJoc$_$6,-dxfTGcXJoc,6,Positive,0.6666666865348816,2,50,27,768,1.0,50,789,74,1.0,50,384,35,1.0,Kentucky’s participation at the annual BIO International Convention is the prima,success,0.8148,aligned,0.1852,12.6284,30.4672,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/6.mp4,0.42,7.165
-egA8-b7-3M$_$1,-egA8-b7-3M,1,Positive,0.6666666865348816,2,50,20,768,1.0,50,634,74,1.0,50,341,35,1.0,I started a successful Legal Nurse Consulting Business in 1989. I mentor nurses ,success,0.95,aligned,0.05,10.1562,33.606,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/1.mp4,0.08,7.512
-egA8-b7-3M$_$13,-egA8-b7-3M,13,Positive,0.3333333432674408,2,50,11,768,1.0,50,251,74,1.0,50,199,35,1.0,"What are you doing that's different?"" They always want an answer.",success,0.9091,aligned,0.0909,4.0239,49.4744,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/13.mp4,0.523,4.023875
-egA8-b7-3M$_$16,-egA8-b7-3M,16,Positive,0.6666666865348816,2,50,11,768,1.0,50,342,74,1.0,50,210,35,1.0,"Third, another big benefit of exhibiting is connecting with existing clients.",success,1.0,aligned,0.0,5.483,38.4614,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/16.mp4,0.482,5.483
-egA8-b7-3M$_$17,-egA8-b7-3M,17,Positive,0.3333333432674408,2,50,16,768,1.0,50,443,74,1.0,50,406,35,1.0,"As you have more experience, you have more times exhibiting, you get to know mor",success,0.875,aligned,0.125,7.0953,57.3509,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/17.mp4,0.621,6.133
-egA8-b7-3M$_$18,-egA8-b7-3M,18,Positive,1.0,2,50,22,768,1.0,50,516,74,1.0,50,394,35,1.0,It becomes easier at each one of these conferences to connect with people that y,success,1.0,aligned,0.0,8.2657,47.6985,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/18.mp4,0.58,5.624
-egA8-b7-3M$_$20,-egA8-b7-3M,20,Positive,0.3333333432674408,2,50,20,768,1.0,50,404,74,1.0,50,428,35,1.0,"Now you've got a face that you can connect with a voice, and that makes you clos",success,1.0,aligned,0.0,6.4744,66.2153,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/20.mp4,0.581,4.51
-egA8-b7-3M$_$26,-egA8-b7-3M,26,Positive,1.6666666269302368,2,50,15,768,1.0,50,370,74,1.0,50,337,35,1.0,We're updating it all the time and looking forward to your comments on our video,success,1.0,aligned,0.0,5.9206,57.0387,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/26.mp4,0.522,5.198
-egA8-b7-3M$_$6,-egA8-b7-3M,6,Positive,0.6666666865348816,2,50,12,768,1.0,50,386,74,1.0,50,237,35,1.0,First exhibiting is a wonderful opportunity to network with other legal vendors.,success,0.9167,aligned,0.0833,6.1831,38.4678,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/6.mp4,0.522,6.183125
-egA8-b7-3M$_$9,-egA8-b7-3M,9,Positive,0.3333333432674408,2,50,10,768,1.0,50,308,74,1.0,50,292,35,1.0,"Secondly, another goal of exhibiting  is building your company image.",success,1.0,aligned,0.0,4.9361,59.3323,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/9.mp4,0.562,4.936125
-hnBHBN8p5A$_$6,-hnBHBN8p5A,6,Positive,1.0,2,50,13,768,1.0,50,395,74,1.0,50,271,35,0.9977142857142857,"Discussion, how to discuss ideas and opinions more effectively than a native spe",success,0.07689999999999997,partial,0.9231,6.3328,42.8058,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/6.mp4,0.0,6.332813
-hnBHBN8p5A$_$7,-hnBHBN8p5A,7,Positive,0.6666666865348816,2,50,13,768,1.0,50,456,74,1.0,50,218,35,0.9954285714285714,"Picture this, before we actually start hacking, we’re in a room formal setting",success,-0.2307999999999999,partial,1.2308,7.3086,29.8426,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-hnBHBN8p5A/7.mp4,0.0,7.308563
-iRBcNs9oI8$_$3,-iRBcNs9oI8,3,Positive,0.6666666865348816,2,50,8,768,1.0,50,346,74,0.9764864864864865,50,171,35,0.9908571428571429,"Well, it is the secret of power pose",success,-0.75,partial,1.75,5.5382,30.9553,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/3.mp4,0.0,5.53825
-iRBcNs9oI8$_$6,-iRBcNs9oI8,6,Positive,0.3333333432674408,2,50,5,768,1.0,50,176,74,0.9948648648648649,50,216,35,0.9628571428571429,What is a power pose,success,-0.8,partial,1.8,2.8204,76.8171,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/6.mp4,0.0,2.820438
-iRBcNs9oI8$_$7,-iRBcNs9oI8,7,Positive,0.6666666865348816,2,50,9,768,1.0,50,250,74,0.9948648648648649,50,167,35,0.9622857142857143,"Well, for starters, let's look at the word ""power""",success,-0.11109999999999998,partial,1.1111,4.0057,41.9103,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/7.mp4,0.0,4.00575
-iRBcNs9oI8$_$8,-iRBcNs9oI8,8,Positive,1.0,2,50,21,768,1.0,50,501,74,0.9794594594594594,50,255,35,0.9611428571428572,"I've drawn this man here, and if you can tell, he has a lot of big muscles, he l",success,-0.04760000000000009,partial,1.0476,8.0261,31.8794,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/8.mp4,0.0,5.1835
-iRBcNs9oI8$_$9,-iRBcNs9oI8,9,Positive,1.3333333730697632,2,50,5,768,1.0,50,210,74,0.9743243243243244,50,211,35,0.984,Power is similar to strength,success,0.0,partial,1.0,3.3741,62.6464,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/9.mp4,0.261,3.374063
-lzEya4AM_4$_$5,-lzEya4AM_4,5,Negative,-0.6666666865348816,0,50,19,768,1.0,50,473,74,1.0,50,229,35,1.0,"If it falls into oh any of those three categories, inducing nausea and vomiting ",success,0.9474,aligned,0.0526,7.5697,30.3583,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/5.mp4,0.521,6.388
-lzEya4AM_4$_$6,-lzEya4AM_4,6,Negative,-0.3333333432674408,0,50,43,768,1.0,50,921,74,1.0,50,678,35,0.9897142857142858,"If the product or poison is some type of petroleum product or corrosive product,",success,0.9302,aligned,0.0698,14.7404,46.0384,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/6.mp4,0.601,5.908
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8,1,Neutral,0.0,1,50,13,768,1.0,50,378,74,0.24324324324324326,50,195,35,1.0,There are a dozen or more hands on techniques that we can do,success,0.0,partial,1.0,6.0545,32.2792,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/1.mp4,0.0,6.0545
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,2,Neutral,0.0,1,50,11,768,1.0,50,356,74,0.24324324324324326,50,201,35,0.9851428571428571,So physical therapists and chiropractors will do joint manipulations and mobiliz,success,0.0,partial,1.0,5.7017,35.4214,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/2.mp4,0.0,5.701688
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,6,Positive,0.3333333432674408,2,50,5,768,1.0,50,139,74,1.0,50,77,35,0.9988571428571429,They are all very safe,success,-0.3999999999999999,partial,1.4,2.2281,35.0022,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/6.mp4,0.0,2.228125
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,8,Negative,-0.3333333432674408,0,50,11,768,1.0,50,260,74,1.0,50,257,35,0.9982857142857143,Sometimes we have to stretch that joint that is already irritated,success,-0.09089999999999998,partial,1.0909,4.1714,61.7844,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/8.mp4,0.0,4.171375
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,9,Neutral,0.0,1,50,22,768,1.0,50,431,74,1.0,50,292,35,1.0,"It's safe and the person will feel better later on, but it's sort of like flossi",success,0.045499999999999985,partial,0.9545,6.9088,42.3717,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/9.mp4,0.0,4.503
-mqbVkbCndg$_$0,-mqbVkbCndg,0,Neutral,0.0,1,50,12,768,1.0,50,399,74,0.9948648648648649,50,191,35,1.0,"How, at a particular moment in time—our moment in time—are they limited",success,0.5,partial,0.5,6.3855,30.0,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-mqbVkbCndg/0.mp4,0.16,6.3855
-qDkUB0GgYY$_$6,-qDkUB0GgYY,6,Positive,1.3333333730697632,2,50,16,768,1.0,50,288,74,1.0,50,286,35,0.9657142857142857,"We always love to hear what you say, and like and share this video as well.",success,0.6875,partial,0.3125,4.6147,61.9924,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-qDkUB0GgYY/6.mp4,0.0,3.712
-ri04Z7vwnc$_$0,-ri04Z7vwnc,0,Neutral,0.0,1,50,8,768,1.0,50,172,74,1.0,50,77,35,0.9908571428571429,going to get married or are already married,success,0.0,partial,1.0,2.7633,28.1439,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/0.mp4,0.0,2.76325
-ri04Z7vwnc$_$2,-ri04Z7vwnc,2,Negative,-0.3333333432674408,0,50,16,768,1.0,50,369,74,1.0,50,162,35,1.0,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not some",success,0.0,partial,1.0,5.9134,27.5427,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/2.mp4,0.0,5.3161
-ri04Z7vwnc$_$5,-ri04Z7vwnc,5,Positive,0.3333333432674408,2,50,9,768,1.0,50,214,74,1.0,50,137,35,1.0,""" So I think it's important to discuss finances",success,-0.5556000000000001,partial,1.5556,3.4398,40.0564,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-ri04Z7vwnc/5.mp4,0.0,3.43975
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,0,Negative,-0.3333333432674408,0,50,24,768,1.0,50,419,74,0.9948648648648649,50,201,35,0.9982857142857143,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a ",success,0.625,partial,0.375,6.7106,30.0,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/0.mp4,0.581,3.706
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,Positive,0.6666666865348816,2,50,11,768,1.0,50,290,74,1.0,50,313,35,1.0,"But the hardest thing in life to learn, is to lose",success,0.4545,partial,0.5455,4.6438,67.6128,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/1.mp4,0.0,4.643813
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,4,Neutral,0.0,1,50,9,768,1.0,50,265,74,1.0,50,175,35,1.0,"I have lost at everything you can imagine, seriously",success,0.6667000000000001,partial,0.3333,4.2469,41.3371,data/raw_attachment1/MOSEI数据集部分原始视频-100条/-s9qJ7ATP7w/4.mp4,0.1,4.246875
